hypothesis_id,family,mechanism,direction,venue,historical_period,data_tier,current_status,evidence_level,tested_translation,authoritative_root,superseded_roots,event_count_if_known,mechanism_conclusion,preserved_component,same_sample_actions_forbidden,historically_testable_now,capture_required,protected_data_restriction,priority,next_action,source_provenance
PR24,Liquid continuation / Momentum,Build a signal around short-lived displayed depth near a level and its cancellation pattern right before a breakout or breakdown.,unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1/2,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,The mechanism is real in markets broadly; converting it into repeatable alpha is hard and fragile. | Exchange-specific message noise; false positives from legitimate quote refresh.,Spoof-pull fakeouts require L2,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; source claim: Medium for majors with local book maintenance.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 115; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR25,Session / Calendar / Flow,"Use short-lived top-of-book and near-book imbalance, cancellation rate, and refill rate at obvious intraday levels to classify break versus reject.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1/2,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"The execution logic is sound, but many firms already mine this space and fee/slippage costs are unforgiving. | Queue position and latency dominate for very short horizons.",Order-book imbalance at obvious levels,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; source claim: Medium.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 116; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR26,Funding / Basis / Crowding,"Never trade negative funding alone; require price stability or reclaim, basis improvement, or OI behavior consistent with trapped shorts.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"Practitioners explicitly warn against the shortcut; some research shows predictive content, but not enough to justify the naked rule. | The myth is seductive because it sometimes works spectacularly.",Negative funding alone is not a long signal,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; historical basis/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; source claim: Good.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 117; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR27,Liquidation / OI / Derivatives state,"Use venue-local OI for venue-local trades, and be skeptical of aggregated OI unless you independently reconcile definitions and reporting lags.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"This is a documented issue, not just a forum complaint. | Entire research stack built on incompatible OI series.",Cross-venue open-interest composites can be wrong,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; source claim: Good as a local venue, weak as a composite anchor alone.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 118; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR28,Funding / Basis / Crowding,"Short newly listed perps only after the first failed extension, not at launch, and test holding periods from several hours to several days.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"Listing pumps are usually short-lived, but broad averages hide strong winners; the real edge may be in the failure pattern, not the listing event. | Some launches trend for days before fading.","New perp launches pump first, then bleed","Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; PIT lifecycle/status closure unresolved; source claim: Medium on names Kraken lists.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 119; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR29,Catalyst / Lifecycle / Event,Build an event study around delayed perp-launch dates for tokens that already had spot discovery elsewhere.,unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,Mechanism makes sense because shorting becomes easier; supporting evidence is still mostly anecdotal. | Some perp launches simply deepen liquidity and improve price discovery without a directional effect.,Later perp launch is the real fade event,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical index/spot not acquired; PIT lifecycle/status closure unresolved; source claim: Medium.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 120; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR30,Catalyst / Lifecycle / Event,"On eligible Kraken new listings, test passive entry/exit around small predictive edges and compare to taker execution.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,Fees clearly matter and Kraken explicitly subsidizes some new-listing maker flow; fill risk can erase the rebate advantage. | Queue non-fill and adverse selection.,Kraken new-listing passive execution edge,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; source claim: High.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 121; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR31,Funding / Basis / Crowding,Exclude or separately model the first day or first week of new-perp trading when special caps and leverage limits apply.,unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,Exchange notices directly document these special terms. | Thinking you found a persistent listing alpha when you only found a launch-parameter artifact.,Leverage and funding caps distort first-day listing signals,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: exact funding covers only 2025-06-26 onward, not the full rankable window; source claim: Medium.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 122; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR32,Liquidation / OI / Derivatives state,"If you trade them at all, trade only rebase/settlement mechanics and relative-value quirks, not ordinary momentum assumptions.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"Coinbase explicitly warns these prices may not reflect contemporaneous tradeable prices; practitioner blow-up stories match that risk. | Structural pricing noise, not just volatility.",Pre-launch and pre-IPO perps are noisy by design,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical index/spot not acquired; source claim: Low unless Kraken lists a similar product.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",1,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 123; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR33,Funding / Basis / Crowding,"In risk-off or narrow-leadership tapes, short liquid weak names when they make isolated upside spikes without matching sector confirmation.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"Leadership concentration is real, but “weak coin” labels are easy to define after the fact. | Sector-wide squeeze lifts all boats for a while.",Weak-coin spike fade in risk-off regimes,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; PIT sector membership must be reconstructed; source claim: Medium where symbol coverage exists.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 124; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR34,Funding / Basis / Crowding,"After an impulsive move with OI expansion, wait for the first breakout attempt that cannot extend and then short the failure toward the event origin.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,OI retained after a move is a sensible fragility marker; reading all OI as “late chasers” is too crude. | True trend days convert the “failure” into consolidation before another leg up.,First failed breakout after an OI surge,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; source claim: Forward-capture only for OI.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 125; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR35,Sector / Lead-lag / Relative strength,"Trade ETH and SOL when BTC makes a statistically unusual move and the lagger has not yet repriced, but only on liquid intraday horizons.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,BTC leadership is well established at broad horizons; turning it into net alpha at intraday speed is much harder. | The lag may be too small after fees and latency.,BTC leads ETH and SOL intraday,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; source claim: Medium.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 126; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR36,Sector / Lead-lag / Relative strength,Use ETH/BTC breakout and persistence as the gate that allows broader long-alt rules to switch on.,unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,The staged-rotation story is common and mechanically sensible; “altseason” itself is an imprecise concept and can stay narrow. | False ETH/BTC breakouts are common.,ETH/BTC breakout as staged alt-rotation trigger,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: Good.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 127; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR37,Funding / Basis / Crowding,Long SOL versus short ETH when the ratio breaks out and both legs’ funding stays below a mania threshold.,unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"The pair logic is cleaner than naked alt longs, but one public note is still not proof. | Pair can reverse hard when ETH catches up on macro days.",SOL/ETH breakout with tame funding as real rotation,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: exact funding covers only 2025-06-26 onward, not the full rankable window; source claim: Good on majors.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 128; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR38,Sector / Lead-lag / Relative strength,"On sector-on days, long the strongest liquid major or sector leader and finance it with a short in the weakest liquid peer.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,Leadership concentration is common; classic breakout lore is also one of the most crowded ideas in trading. | Broad beta shock overwhelms pair logic.,Leader breakout continuation long strong versus short weak,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: Medium to good on majors.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 129; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR39,Sector / Lead-lag / Relative strength,Short names that underperform the leader on the bounce and fail to reclaim VWAP/session highs.,unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,The logic is simple and often cleaner than forecasting absolute direction; relative weakness also attracts crowding once obvious. | Laggards can suddenly mean-revert violently during sector squeezes.,Relative-weakness fade against the leader,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: PIT sector membership must be reconstructed; source claim: Medium.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 130; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR40,Sector / Lead-lag / Relative strength,"Build a staged rotation model: BTC leadership, then ETH/BTC, then SOL or sector leaders, then breadth expansion into mid-caps.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,Many practitioners think this way; altseason narratives can linger long after the breadth signal has died. | Stages can compress into a few days or fail entirely.,"Altseason breadth should be staged, not broad-beta from day one","Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","partial_bar_screen_possible; PIT universe, lifecycle, costs, and signal-state gates still apply; source claim: Good for the first stages; weaker for broad breadth.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 131; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR41,Funding / Basis / Crowding,"Use CEX funding and price breaks as the signal source, and only use DEX venues as an execution venue if they lag and liquidity is acceptable.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,There is direct research support for CEX-to-DEX information flow; carrying a signal across venues adds a lot of operational risk. | DEX execution and liquidation quirks can overwhelm the signal edge.,CEX price discovery and funding lead DEX,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: exact funding covers only 2025-06-26 onward, not the full rankable window; historical interactability/fill series not acquired; source claim: Kraken can be the signal leg or execution leg.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",3,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 132; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR42,Funding / Basis / Crowding,"Do not use raw volume spikes on incentive-heavy venues as a momentum or attention signal without checking OI, funding, and slippage-adjusted depth.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"Public strategy notes explicitly describe the incentive mechanism; not all high volume is fake, so the filter must be selective. | False confidence in “high-activity” names that are mostly self-traded.",Volume incentive and wash-trade contamination on perp DEXs,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; historical interactability/fill series not acquired; source claim: More relevant as a cross-venue filter than on Kraken itself.",unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 133; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR43,Reversal / Fade / Shorts,"When directional expectancy is small but persistent, compare three implementations: taker, naive maker, and post-only maker with queue logic.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,The fee mechanics are explicit and practitioners repeatedly hit this wall; queue alpha itself is hard to estimate from public data. | Non-fill and adverse selection are the bill for crossing less often.,Maker and post-only queue alpha can beat weak directional alpha,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; source claim: High.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 134; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
PR44,Microstructure / Liquidity,"Before any low-timeframe alpha work, compute a break-even threshold equal to round-trip fees plus realistic spread and adverse-selection cost.",unspecified,Kraken-only for active translation; the source prior may contain legacy cross-venue or Bybit framing,active rankable period 2023-01-01 through 2025-12-31; source prior may span other dates,Tier 1,"legacy_library_prior; support_only_hypothesis; source status=Practitioner-derived claim; idea generator only, not evidence",generator/support prior; level_1_generator_support to level_3_event_ledger,"Practitioner-derived claim; idea generator only, not evidence",not_authoritative; use current family registry and machine run records,,,"Practitioners face this repeatedly, and official fees are public; some people then over-correct and ignore implementation paths that could still work with maker logic. | Researching fake alpha for weeks because costs were ignored.",Fee drag kills many low-timeframe edges,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.",not_ready_or_partial: historical interactability/fill series not acquired; source claim: High.,unspecified,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",5,Test only with market-structure controls and contract-compliant ledgers,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 135; /mnt/data/RES2 Crypto Perpetual Practitioner Alpha Map.pdf
A1,Liquid continuation / Momentum,Prior impulse + tight base + close-confirmed breakout in liquid leaders,Long first; short only in down regimes,Kraken-only for active translation; broader-venue value retained as legacy provenance only,active rankable period 2023-01-01 through 2025-12-31,Tier 1,legacy_core_row_schema_repaired; candidate_library_only,generator/support prior; level_1_generator_support to level_3_event_ledger,Current translation weak but preserved; QLMG v2 registry found capped positives…,not_authoritative; reconcile with REVIEW_20260716 family rows,,,Current translation weak but preserved; QLMG v2 registry found capped positives…,Large/liquid smooth-path continuation breakout,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; PIT lifecycle/status closure unresolved; source claim: High",No,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,Redesign and retest on Kraken K1,QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 136; explicit compact-schema repair; /mnt/data/Initial-conversion-plan.txt; /mnt/data/Large/liquid smooth-path continuation breakout
A2,Liquid continuation / Momentum,Closeness to prior/ATH highs as leader-quality filter,Long/filter,Kraken-only for active translation; broader-venue value retained as legacy provenance only,active rankable period 2023-01-01 through 2025-12-31,Tier 1,legacy_core_row_schema_repaired; candidate_library_only,generator/support prior; level_1_generator_support to level_3_event_ledger,Standalone weak; preserved as feature/overlay,not_authoritative; reconcile with REVIEW_20260716 family rows,,,Standalone weak; preserved as feature/overlay,Prior-high proximity / 52-week-high analog,"Do not reopen a closed translation through renaming, nearby thresholds, broader bar-pattern search, or resampling of the same frozen tape without a pre-approved materially new mechanism.","not_ready_or_partial: historical OI/positioning not acquired; exact funding covers only 2025-06-26 onward, not the full rankable window; source claim: High",No,"2026-01-01 onward is protected; July 2026 capture is execution-calibration only and may not select thresholds, rank families, or support historical performance claims",4,"Use as A1/A3/B1/C2 filter, not standalone",QLMG_Hypothesis_Library_2026-07-01(1).xlsx safe Hypothesis Library row 137; explicit compact-schema repair; /mnt/data/Initial-conversion-plan.txt; /mnt/data/Prior-high proximity / 52-week-high analog
